filename|oai_dc:dc.dc:description.0|oai_dc:dc.dc:description.1|oai_dc:dc.dc:subject.0|oai_dc:dc.dc:subject.1|oai_dc:dc.dc:subject.10|oai_dc:dc.dc:subject.11|oai_dc:dc.dc:subject.12|oai_dc:dc.dc:subject.2|oai_dc:dc.dc:subject.3|oai_dc:dc.dc:subject.4|oai_dc:dc.dc:subject.5|oai_dc:dc.dc:subject.6|oai_dc:dc.dc:subject.7|oai_dc:dc.dc:subject.8|oai_dc:dc.dc:subject.9|oai_dc:dc@xmlns:dc|oai_dc:dc@xmlns:oai_dc|oai_dc:dc@xmlns:xsi|oai_dc:dc@xsi:schemaLocation|oai_dc:dcdc:coverage|oai_dc:dcdc:creator|oai_dc:dcdc:date|oai_dc:dcdc:format|oai_dc:dcdc:identifier|oai_dc:dcdc:publisher|oai_dc:dcdc:relation|oai_dc:dcdc:rights|oai_dc:dcdc:source|oai_dc:dcdc:subject|oai_dc:dcdc:title|oai_dc:dcdc:type
ROTH0753.xml|Document ID: roth0753|Photograph taken with a 3A Autographic Kodak folding camera.|Alum Cave Bluff|Alum Cave Trail|    |    |    |Great Smoky Mountains|Flora and Fauna|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Alum Cave Bluff; Alum Cave Trail|Albert Gordon (Dutch) Roth, 1890-1974|1937-06-28|Image/jpeg|http://idserver.utk.edu/?id=200300000002522|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1937, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Alum Cave Bluffs."""|Image
ROTH0747.xml|Document ID: roth0747|Photograph taken with a 3A Autographic Kodak folding camera.|Roaring Fork|Trillium Gap Trail|    |    |    |Great Smoky Mountains|Flora and Fauna|Roads and Trails|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Roaring Fork; Trillium Gap Trail|Albert Gordon (Dutch) Roth, 1890-1974|1945-05-06|Image/jpeg|http://idserver.utk.edu/?id=200300000002516|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1945, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trail up Roaring Fork."""|Image
ROTH0021.xml|Document ID: roth0021|Photograph taken with a 3A Autographic Kodak folding camera.|    |    |    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Albert Gordon (Dutch) Roth, 1890-1974|1929-03-17|Image/jpeg|http://idserver.utk.edu/?id=200300000001791|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1929, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|Landscapes and Scenery|"""State line in the clouds."""|Image
ROTH0009.xml|Document ID: roth0009|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Le Conte|Cove Mountain Trail|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Le Conte; Cove Mountain Trail|Albert Gordon (Dutch) Roth, 1890-1974|1943-02-07|Image/jpeg|http://idserver.utk.edu/?id=200300000001779|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1943, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Mount Le Conte from trail to Cove Mountain."""|Image
ROTH0592.xml|Document ID: roth0592|Photograph taken with a 3A Autographic Kodak folding camera.|Davenport Gap|Appalachian Trail|    |    |    |Great Smoky Mountains|People and Groups|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Davenport Gap; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1944-10-08|Image/jpeg|http://idserver.utk.edu/?id=200300000002361|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1944 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""At Davenport Gap. End of eight day trip."""|Image
ROTH0586.xml|Document ID: roth0586|Photograph taken with a 3A Autographic Kodak folding camera.|Pigeon Forge Falls|Great Smoky Mountains|    |    |    |Waterfalls and Cascades|Weather Phenomena and Cloudbursts|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Pigeon Forge Falls|Albert Gordon (Dutch) Roth, 1890-1974|1947-02-23|Image/jpeg|http://idserver.utk.edu/?id=200300000002355|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1947 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Pigeon Forge Falls in snow. At old mill."""|Image
ROTH0551.xml|Document ID: roth0551|Photograph taken with a 3A Autographic Kodak folding camera.|Pickett State Park|Cumberland Mountains|    |    |    |Landscapes and Scenery|Waterways and Bodies of Water|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Pickett State Park; Cumberland Mountains|Albert Gordon (Dutch) Roth, 1890-1974|1950-10-15|Image/jpeg|http://idserver.utk.edu/?id=200300000002320|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1950 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Bathing beach in Pickett State Park."""|Image
ROTH0237.xml|Document ID: roth0237|Photograph taken with a 3A Autographic Kodak folding camera.|Fish Camp Prong|Marshall Wilson|    |    |    |Great Smoky Mountains|Structures -- Shelters|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Fish Camp Prong|Albert Gordon (Dutch) Roth, 1890-1974|1925-12-25|Image/jpeg|http://idserver.utk.edu/?id=200300000002006|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1925 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Where Marshall Wilson and Albert Gordon ""Dutch"" Roth spent Christmas night. This is a trapper's hut they found on the way to Silers Bald above Elkmont. We left a pot of hot coffee on the old wood burner and went to bed. Three hours later, we woke up, and it was solid ice. """|Image
ROTH0223.xml|Document ID: roth0223|Photograph taken with a 3A Autographic Kodak folding camera.|Spruce Flats Falls|Tremont|    |    |    |Great Smoky Mountains|Waterfalls and Cascades|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Spruce Flats Falls; Tremont|Albert Gordon (Dutch) Roth, 1890-1974|1935-01-13|Image/jpeg|http://idserver.utk.edu/?id=200300000001992|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1935 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Falls on Spruce Flats and Honey Cove trip."""|Image
ROTH0545.xml|Document ID: roth0545|Photograph taken with a 3A Autographic Kodak folding camera.|Charlies Bunion|Mount Le Conte|    |    |    |Appalachian Trail|Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Charlies Bunion; Mount Le Conte; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002314|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Charlies Bunion with Mount Le Conte in background."""|Image
ROTH0579.xml|Document ID: roth0579|Photograph taken with a 3A Autographic Kodak folding camera.|Waterville|Great Smoky Mountains|    |    |    |Flora and Fauna|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Waterville|Albert Gordon (Dutch) Roth, 1890-1974|1935-02-17|Image/jpeg|http://idserver.utk.edu/?id=200300000002348|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1935 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trail clearing near Waterville, North Carolina."""|Image
ROTH0578.xml|Document ID: roth0578|Photograph taken with a 3A Autographic Kodak folding camera.|Round Top|Line Spring|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Round Top; Line Spring|Albert Gordon (Dutch) Roth, 1890-1974|1939-01-01|Image/jpeg|http://idserver.utk.edu/?id=200300000002347|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1939, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative. This is the right side of a long photograph."|    |"""View from Round Top near Line Spring."""|Image
ROTH0222.xml|Document ID: roth0222|Photograph taken with a 3A Autographic Kodak folding camera.|Rainbow Falls|Le Conte Creek|    |    |    |Great Smoky Mountains|Waterfalls and Cascades|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Rainbow Falls; Le Conte Creek|Albert Gordon (Dutch) Roth, 1890-1974|1940-01-28|Image/jpeg|http://idserver.utk.edu/?id=200300000001991|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1940 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Frozen Rainbow Falls."""|Image
ROTH0544.xml|Document ID: roth0544|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Pinnacle|Emerts Cove|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Pinnacle; Emerts Cove|Albert Gordon (Dutch) Roth, 1890-1974|    |Image/jpeg|http://idserver.utk.edu/?id=200300000002313|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""The Pinnacle and part of the state line in background from road in Emerts Cove."""|Image
ROTH0550.xml|Document ID: roth0550|Photograph taken with a 3A Autographic Kodak folding camera.|Cold Spring Mountain|Greeneville|    |    |    |Landscapes and Scenery|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cold Spring Mountain; Greeneville|Albert Gordon (Dutch) Roth, 1890-1974|1928-06-16|Image/jpeg|http://idserver.utk.edu/?id=200300000002319|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1928 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trail along Cold Spring Mountain out of Greenville, Tennessee."""|Image
ROTH0236.xml|Document ID: roth0236|Photograph taken with a 3A Autographic Kodak folding camera.|Norris Lake|Roads and Trails|    |    |    |Waterways and Bodies of Water|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Norris Lake|Albert Gordon (Dutch) Roth, 1890-1974|1935-08|Image/jpeg|http://idserver.utk.edu/?id=200300000002005|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1935 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Special trip, Norris Lake."""|Image
ROTH0587.xml|Document ID: roth0587|Photograph taken with a 3A Autographic Kodak folding camera.|Old Rock|Mary Frances Roth|    |    |    |"Charles Albert ""Sonny"" Roth"|Flora and Fauna|People and Groups|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Old Rock|Albert Gordon (Dutch) Roth, 1890-1974|1938-01-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002356|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Mary Frances Roth and Charles Albert ""Sonny"" Roth at Old Rock."""|Image
ROTH0593.xml|Document ID: roth0593|Photograph taken with a 3A Autographic Kodak folding camera.|Signal Mountain|Lookout Mountain|    |    |    |Margaret Ann Roth|Landscapes and Scenery|People and Groups|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Signal Mountain; Lookout Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1938-04-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002362|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Margaret Ann Roth on Signal Mountain. Lookout Mountain in distance."""|Image
ROTH0008.xml|Document ID: roth0008|Photograph taken with a 3A Autographic Kodak folding camera.|Cumberland Falls|Landscapes and Scenery|    |    |    |People and Groups|Waterfalls and Cascades|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cumberland Falls|Albert Gordon (Dutch) Roth, 1890-1974|1930-06-21|Image/jpeg|http://idserver.utk.edu/?id=200300000001778|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Cumberland Falls, Kentucky."""|Image
ROTH0746.xml|Document ID: roth0746|Photograph taken with a 3A Autographic Kodak folding camera.|Pickett State Park|Waterways and Bodies of Water|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Pickett State Park|Albert Gordon (Dutch) Roth, 1890-1974|1950-10-14|Image/jpeg|http://idserver.utk.edu/?id=200300000002515|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1950 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Swimming beach and lake at Pickett State Park."""|Image
ROTH0020.xml|Document ID: roth0020|Photograph taken with a 3A Autographic Kodak folding camera.|Tremont|Great Smoky Mountains|    |    |    |Flora and Fauna|Roads and Trails|Weather Phenomena and Cloudbursts|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Tremont|Albert Gordon (Dutch) Roth, 1890-1974|1931-03-22|Image/jpeg|http://idserver.utk.edu/?id=200300000001790|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Along the trail between Tremont and Thunderhead in winter."""|Image
ROTH0034.xml|Document ID: roth0034|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Pinnacle Trail|Flora and Fauna|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Pinnacle Trail|Albert Gordon (Dutch) Roth, 1890-1974|1931-11-21|Image/jpeg|http://idserver.utk.edu/?id=200300000001804|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Along the new trail to Greenbrier Pinnacle in winter."""|Image
ROTH0752.xml|Document ID: roth0752|Photograph taken with a 3A Autographic Kodak folding camera.|Blanket Mountain|Sugarland Mountain|    |    |    |Bullhead|Rocky Spur|Rainbow Falls Trail|Great Smoky Mountains|Landscapes and Scenery|    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Blanket Mountain; Sugarland Mountain; Bullhead; Rocky Spur; Rainbow Falls Trail|Albert Gordon (Dutch) Roth, 1890-1974|1933-12-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002521|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1933, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""On trail up Rocky Spur to Mount Le Conte. Blanket Mountain, Sugarland Mountain, and Bullhead."""|Image
ROTH0785.xml|Document ID: roth0785|Photograph taken with a 3A Autographic Kodak folding camera.|Hales Bar|Landscapes and Scenery|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Hales Bar|Albert Gordon (Dutch) Roth, 1890-1974|1938-04-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002554|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Hales Bar."""|Image
